order_id,customer_id,product_id,order_date,ship_date,quantity,unit_price,discount_pct
O0026524,C00800,P00328,2025-02-16,2025-03-01,8,935.7,0
O0026525,C00680,P00331,2024-02-28,2024-02-28,6,752.55,0.15
O0026526,C00832,P00044,2025-01-05,2025-01-19,1,728.17,0.1
O0026527,C00672,P00376,2024-01-31,2024-02-03,10,1740.69,0.05
O0026528,C00654,P00024,2024-06-12,2024-06-19,3,1692.96,0.1
O0026529,C00283,P00463,2025-03-23,2025-03-23,1,274.86,0.2
O0026530,C00344,P00138,2025-03-16,2025-03-19,9,972.53,0
O0026531,C00006,P00410,2024-09-07,2024-09-12,1,1544.28,0.05
O0026532,C00261,P00104,2025-02-03,2025-02-05,7,727.14,0.05
O0026533,C00935,P00305,2024-11-15,2024-11-19,4,2374.29,0
O0026534,C00898,P00106,2024-12-22,2025-01-01,1,1800.97,0
O0026535,C00381,P00167,2025-02-26,2025-03-04,8,2218.31,0
O0026536,C00707,P00247,2024-05-08,2024-05-14,3,743.52,0
O0026537,C00189,P00190,2024-04-16,2024-04-29,1,2368.93,0.1
O0026538,C00920,P00223,2024-08-10,2024-08-10,3,249.21,0.15
O0026539,C00476,P00402,2025-02-28,2025-03-11,6,1169.2,0.2
O0026540,C00262,P00378,2024-04-14,2024-04-26,2,51.17,0.15
O0026541,C00014,P00434,2024-03-25,2024-04-02,9,2190.21,0
O0026542,C00756,P00152,2024-01-15,2024-01-24,3,1443.38,0
O0026543,C00196,P00322,2024-08-24,2024-09-03,7,219.48,0.2
O0026544,C00210,P00460,2024-03-20,2024-03-24,9,1209.38,0.05
O0026545,C00441,P00268,2024-02-04,2024-02-16,8,116.52,0.05
O0026546,C00977,P00471,2024-05-22,2024-06-04,1,1186.63,0
O0026547,C00430,P00124,2024-05-08,2024-05-15,2,2200.11,0.05
O0026548,C00934,P00360,2024-07-13,2024-07-19,3,1777.05,0
O0026549,C00500,P00263,2024-07-24,2024-08-03,3,362.42,0.15
O0026550,C00216,P00004,2025-01-18,2025-01-25,7,1642.54,0.05
O0026551,C00369,P00037,2024-04-03,2024-04-04,8,1002.33,0.05
O0026552,C00361,P00267,2024-10-02,2024-10-13,10,918.31,0
O0026553,C00038,P00035,2024-02-29,2024-03-06,7,121.15,0.15
O0026554,C00573,P00031,2024-05-14,2024-05-17,10,799.43,0.2
O0026555,C00371,P00248,2024-02-24,2024-03-06,3,73.78,0
O0026556,C00029,P00023,2024-03-01,2024-03-12,8,654.63,0
O0026557,C00969,P00127,2024-02-13,2024-02-22,1,1081.23,0.1
O0026558,C00947,P00199,2025-02-18,2025-03-02,2,1314.06,0
O0026559,C00800,P00149,2024-11-06,2024-11-19,4,305.63,0
O0026560,C00978,P00035,2025-02-02,2025-02-02,7,1916.98,0
O0026561,C00403,P00327,2024-09-17,2024-09-23,3,2136.45,0
O0026562,C00820,P00113,2024-07-10,2024-07-15,3,796.4,0
O0026563,C00614,P00002,2024-08-09,2024-08-19,10,492.24,0
O0026564,C00238,P00321,2024-12-26,2025-01-07,4,1048.1,0
O0026565,C00960,P00133,2024-04-26,2024-05-05,2,521.18,0.2
O0026566,C00821,P00498,2024-03-19,2024-04-01,10,915.16,0
O0026567,C00392,P00402,2024-01-06,2024-01-14,5,386.66,0
O0026568,C00885,P00061,2025-01-29,2025-01-29,8,2163.69,0.1
O0026569,C00746,P00153,2024-03-28,2024-04-02,10,1400.08,0
O0026570,C00294,P00059,2024-12-09,2024-12-16,9,2010.04,0
O0026571,C00407,P00325,2024-02-03,2024-02-07,9,854.27,0.1
O0026572,C00437,P00199,2024-10-15,2024-10-28,3,1521.24,0
O0026573,C00202,P00433,2024-09-19,2024-09-24,10,1782.61,0
O0026574,C00283,P00344,2024-04-24,2024-05-06,9,2164.41,0
O0026575,C00035,P00314,2024-07-26,2024-07-26,8,497.33,0.1
O0026576,C00367,P00431,2024-11-10,2024-11-21,2,1181.69,0.2
O0026577,C00353,P00494,2024-04-13,2024-04-26,3,1510.13,0
O0026578,C00948,P00317,2024-06-19,2024-06-22,1,559.01,0
O0026579,C00100,P00485,2024-11-27,2024-11-27,7,1592.6,0.2
O0026580,C00954,P00280,2024-09-30,2024-09-30,1,24.84,0.2
O0026581,C00954,P00303,2024-01-01,2024-01-12,2,2372.02,0.15
O0026582,C00119,P00176,2024-01-25,2024-02-07,4,903.02,0.15
O0026583,C00817,P00237,2024-08-14,2024-08-21,9,1971.18,0.2
O0026584,C00913,P00363,2025-02-08,2025-02-18,2,111.7,0
O0026585,C00965,P00331,2024-06-07,2024-06-09,7,2327.62,0.05
O0026586,C00476,P00207,2024-02-06,2024-02-18,8,183.2,0
O0026587,C00952,P00154,2025-02-25,2025-03-08,1,64.51,0.15
O0026588,C00891,P00324,2025-03-05,2025-03-14,3,623.5,0
O0026589,C00934,P00068,2024-06-09,2024-06-19,4,351.88,0
O0026590,C00731,P00140,2024-10-06,2024-10-09,9,1146.02,0
O0026591,C00427,P00398,2025-01-15,2025-01-19,6,1209.84,0
O0026592,C00321,P00260,2024-09-21,2024-09-30,10,2032.54,0.15
O0026593,C00181,P00428,2024-06-10,2024-06-22,10,2361.27,0
O0026594,C00524,P00341,2025-01-07,2025-01-18,8,326.49,0
O0026595,C00411,P00059,2024-06-01,2024-06-03,3,687.94,0.05
O0026596,C00945,P00157,2024-08-08,2024-08-19,2,505.46,0
O0026597,C00056,P00483,2024-10-24,2024-10-31,8,1058.13,0
O0026598,C00463,P00469,2024-08-28,2024-09-02,6,160.32,0.2
O0026599,C00558,P00321,2024-03-21,2024-04-02,2,1943.2,0
O0026600,C00054,P00180,2024-02-24,2024-02-27,3,1648.4,0.1
O0026601,C00292,P00334,2024-09-20,2024-09-24,6,2075.93,0.05
O0026602,C00464,P00073,2024-05-20,2024-05-20,9,2250.28,0.05
O0026603,C00438,P00450,2025-01-04,2025-01-11,7,1043.27,0.1
O0026604,C00674,P00003,2024-07-10,2024-07-24,7,594.99,0
O0026605,C00498,P00213,2025-03-25,2025-04-03,3,84.0,0.05
O0026606,C00979,P00074,2024-11-28,2024-12-02,6,1328.48,0.15
O0026607,C00793,P00484,2024-10-18,2024-10-31,8,797.82,0
O0026608,C00658,P00036,2024-05-21,2024-06-02,3,2464.83,0
O0026609,C00132,P00232,2024-07-22,2024-07-27,3,217.99,0
O0026610,C00712,P00025,2024-10-31,2024-11-06,9,592.09,0.2
O0026611,C00936,P00198,2025-03-14,2025-03-26,8,1343.4,0
O0026612,C00192,P00248,2024-07-14,2024-07-18,5,488.52,0
O0026613,C00417,P00177,2024-04-25,2024-04-27,7,302.26,0
O0026614,C00581,P00016,2024-12-06,2024-12-11,7,1064.79,0
O0026615,C00412,P00003,2024-01-07,2024-01-20,9,993.78,0
O0026616,C00333,P00497,2024-03-12,2024-03-24,10,415.51,0
O0026617,C00476,P00133,2024-04-29,2024-05-07,8,1710.6,0.05
O0026618,C00680,P00460,2025-02-23,2025-03-04,4,1131.41,0.15
O0026619,C00329,P00041,2025-01-07,2025-01-09,6,1975.4,0
O0026620,C00720,P00029,2024-07-07,2024-07-07,10,1125.64,0.05
O0026621,C00283,P00478,2024-11-09,2024-11-10,10,2420.13,0
O0026622,C00821,P00233,2024-12-06,2024-12-18,4,361.18,0
O0026623,C00669,P00299,2024-10-03,2024-10-05,3,1365.46,0
O0026624,C00603,P00435,2024-06-01,2024-06-10,10,1248.14,0
O0026625,C00610,P00138,2024-10-31,2024-10-31,5,75.41,0.1
O0026626,C00219,P00176,2024-07-18,2024-07-27,9,1853.18,0.05
O0026627,C00728,P00368,2025-01-16,2025-01-18,1,1231.44,0.05
O0026628,C00090,P00481,2024-10-05,2024-10-13,3,1931.14,0
O0026629,C00803,P00241,2024-07-05,2024-07-08,5,1932.7,0.1
O0026630,C00505,P00077,2024-07-27,2024-08-02,1,684.8,0.1
O0026631,C00443,P00282,2024-08-05,2024-08-19,1,245.0,0.05
O0026632,C00637,P00464,2025-01-04,2025-01-05,1,541.79,0
O0026633,C00623,P00311,2024-06-26,2024-07-09,10,1510.01,0.15
O0026634,C00483,P00274,2025-03-26,2025-03-27,7,1433.17,0.1
O0026635,C00880,P00244,2024-10-07,2024-10-15,3,19.28,0.2
O0026636,C00184,P00042,2024-01-12,2024-01-24,5,773.05,0.15
O0026637,C00842,P00448,2024-05-10,2024-05-11,3,1014.91,0.2
O0026638,C00366,P00138,2024-05-10,2024-05-13,7,213.74,0.1
O0026639,C00314,P00395,2024-01-10,2024-01-16,4,127.82,0.15
O0026640,C00502,P00174,2025-01-30,2025-02-13,10,345.51,0.2
O0026641,C00941,P00254,2024-01-14,2024-01-23,9,2028.0,0.05
O0026642,C00351,P00418,2024-10-07,2024-10-13,4,359.59,0.2
O0026643,C00274,P00223,2025-02-09,2025-02-15,7,450.87,0.1
O0026644,C00673,P00495,2025-01-27,2025-01-29,1,670.56,0
O0026645,C00377,P00087,2025-02-11,2025-02-20,9,1560.97,0.15
O0026646,C00250,P00362,2024-11-14,2024-11-28,3,1503.04,0
O0026647,C00150,P00485,2024-06-25,2024-06-28,4,268.82,0.2
O0026648,C00661,P00360,2024-08-15,2024-08-24,7,789.1,0
O0026649,C00421,P00366,2025-01-30,2025-01-30,6,1836.07,0.15
O0026650,C00852,P00404,2025-03-25,2025-04-08,7,1545.14,0
O0026651,C00459,P00127,2024-02-21,2024-03-06,5,1330.22,0
O0026652,C00036,P00253,2025-01-16,2025-01-19,5,1072.13,0.2
O0026653,C00388,P00494,2024-09-25,2024-10-05,3,1285.88,0
O0026654,C00822,P00307,2025-02-08,2025-02-09,6,953.49,0.1
O0026655,C00471,P00102,2024-02-20,2024-02-28,7,1890.16,0.05
O0026656,C00244,P00485,2024-04-13,2024-04-23,6,342.54,0
O0026657,C00368,P00417,2024-01-23,2024-01-27,7,1478.69,0.2
O0026658,C00595,P00213,2024-10-08,2024-10-18,8,457.47,0.05
O0026659,C00634,P00256,2025-03-12,2025-03-24,9,1852.48,0.2
O0026660,C00245,P00148,2025-03-26,2025-03-30,8,848.51,0
O0026661,C00625,P00312,2025-01-18,2025-01-28,4,1581.6,0.05
O0026662,C00366,P00251,2024-12-30,2025-01-05,10,1916.26,0
O0026663,C00500,P00340,2024-03-20,2024-03-30,6,983.6,0.2
O0026664,C00827,P00387,2024-06-27,2024-06-27,4,1614.16,0
O0026665,C00987,P00364,2024-07-25,2024-07-27,9,1665.18,0.2
O0026666,C00750,P00251,2024-01-07,2024-01-14,9,883.62,0.15
O0026667,C00284,P00120,2024-04-13,2024-04-21,1,942.23,0.15
O0026668,C00612,P00188,2024-08-02,2024-08-03,2,483.03,0
O0026669,C00953,P00068,2024-06-14,2024-06-23,2,1881.09,0
O0026670,C00865,P00175,2024-12-03,2024-12-13,5,2112.91,0
O0026671,C00724,P00376,2025-02-19,2025-03-02,1,223.57,0
O0026672,C00447,P00310,2024-07-05,2024-07-16,7,1105.73,0
O0026673,C00366,P00022,2024-09-05,2024-09-13,8,2060.74,0.2
O0026674,C00253,P00437,2024-10-20,2024-10-20,4,1254.6,0.2
O0026675,C00629,P00424,2024-08-12,2024-08-26,3,1895.73,0.15
O0026676,C00526,P00454,2024-08-27,2024-09-08,9,1725.46,0
O0026677,C00561,P00373,2024-05-04,2024-05-18,3,184.27,0.05
O0026678,C00437,P00210,2024-08-10,2024-08-24,3,1478.6,0
O0026679,C00869,P00434,2024-09-10,2024-09-14,3,422.0,0.15
O0026680,C00194,P00010,2024-03-19,2024-03-23,6,1092.12,0
O0026681,C00470,P00098,2024-11-25,2024-12-09,4,1031.07,0.2
O0026682,C00918,P00202,2024-10-31,2024-11-13,2,898.92,0
O0026683,C00895,P00442,2024-06-01,2024-06-13,5,2473.62,0.15
O0026684,C00585,P00235,2024-09-04,2024-09-13,5,1547.94,0
O0026685,C00846,P00387,2024-11-29,2024-11-30,7,2498.18,0.15
O0026686,C00187,P00019,2024-05-16,2024-05-26,7,2253.9,0
O0026687,C00317,P00347,2024-11-02,2024-11-09,6,127.13,0.05
O0026688,C00980,P00045,2024-02-25,2024-02-27,6,891.53,0
O0026689,C00862,P00435,2024-03-16,2024-03-16,5,1470.94,0.15
O0026690,C00616,P00474,2024-07-07,2024-07-13,5,1610.0,0
O0026691,C00059,P00187,2025-01-27,2025-01-27,8,1916.97,0
O0026692,C00132,P00500,2025-02-16,2025-03-02,1,431.86,0.15
O0026693,C00321,P00497,2024-03-15,2024-03-19,4,525.51,0.1
O0026694,C00169,P00248,2024-03-26,2024-03-26,8,405.07,0.2
O0026695,C00104,P00450,2024-10-12,2024-10-18,4,2043.63,0.1
O0026696,C00971,P00465,2024-02-05,2024-02-07,4,1376.45,0.1
O0026697,C00282,P00278,2024-10-31,2024-11-10,2,939.43,0
O0026698,C00110,P00290,2024-02-23,2024-02-28,9,2432.32,0
O0026699,C00344,P00314,2025-03-21,2025-04-04,7,1901.19,0
O0026700,C00687,P00371,2024-02-04,2024-02-18,6,1475.8,0
O0026701,C00338,P00247,2024-07-12,2024-07-21,5,620.23,0.2
O0026702,C00364,P00222,2025-02-22,2025-03-05,2,1871.07,0
O0026703,C00442,P00492,2024-02-26,2024-03-11,8,2197.02,0
O0026704,C00907,P00450,2024-05-04,2024-05-04,8,1848.42,0
O0026705,C00419,P00249,2024-01-07,2024-01-16,8,1991.96,0
O0026706,C00065,P00079,2024-12-26,2024-12-28,4,2463.48,0
O0026707,C00609,P00149,2024-08-08,2024-08-19,1,1102.04,0
O0026708,C00787,P00135,2025-02-15,2025-02-25,6,1513.77,0
O0026709,C00921,P00168,2024-10-08,2024-10-15,3,14.6,0
O0026710,C00103,P00102,2024-01-17,2024-01-22,3,1584.88,0
O0026711,C00294,P00032,2024-08-21,2024-08-31,7,716.14,0.1
O0026712,C00587,P00065,2025-02-04,2025-02-10,3,1361.91,0
O0026713,C00681,P00034,2024-11-17,2024-11-22,6,1994.58,0
O0026714,C00413,P00045,2024-05-09,2024-05-19,8,808.68,0.2
O0026715,C00532,P00135,2024-06-18,2024-06-27,9,583.44,0.2
O0026716,C00605,P00246,2024-09-18,2024-09-20,10,1578.0,0
O0026717,C00531,P00330,2024-07-17,2024-07-21,10,1355.84,0
O0026718,C00021,P00316,2024-05-04,2024-05-10,8,309.78,0.2
O0026719,C00224,P00028,2024-07-22,2024-07-23,7,1697.11,0
O0026720,C00140,P00127,2024-12-13,2024-12-19,7,2092.2,0
O0026721,C00443,P00071,2024-09-22,2024-10-06,10,713.99,0.2
O0026722,C00312,P00028,2024-11-30,2024-12-10,3,1892.43,0
O0026723,C00784,P00132,2024-01-05,2024-01-08,4,1683.7,0.15
O0026724,C00157,P00130,2024-03-31,2024-04-07,6,708.45,0.05
O0026725,C00093,P00444,2024-11-19,2024-11-21,6,1764.65,0.05
O0026726,C00634,P00341,2025-01-22,2025-01-27,4,1822.57,0
O0026727,C00348,P00054,2024-09-12,2024-09-26,1,1394.75,0.2
O0026728,C00945,P00190,2024-05-15,2024-05-19,6,503.62,0
O0026729,C00176,P00369,2024-03-13,2024-03-14,6,990.18,0.1
O0026730,C00454,P00317,2024-09-12,2024-09-17,1,265.88,0
O0026731,C00104,P00104,2024-11-12,2024-11-26,2,941.23,0.1
O0026732,C00553,P00489,2025-02-15,2025-02-22,4,2423.44,0
O0026733,C00657,P00022,2024-02-01,2024-02-15,10,92.08,0
O0026734,C00136,P00188,2024-07-10,2024-07-17,3,1892.39,0.15
O0026735,C00116,P00187,2024-10-07,2024-10-21,10,2076.86,0.2
O0026736,C00487,P00469,2024-02-14,2024-02-16,6,1959.98,0.05
O0026737,C00144,P00322,2024-12-01,2024-12-13,7,1309.79,0
O0026738,C00319,P00356,2024-02-14,2024-02-14,1,228.46,0
O0026739,C00722,P00408,2024-03-21,2024-04-02,2,993.54,0.2
O0026740,C00044,P00191,2024-01-05,2024-01-17,6,2208.28,0
O0026741,C00437,P00385,2024-01-15,2024-01-15,4,2217.83,0
O0026742,C00645,P00068,2025-01-27,2025-02-04,3,912.75,0.2
O0026743,C00441,P00092,2024-09-13,2024-09-22,1,1799.01,0.15
O0026744,C00720,P00025,2024-07-30,2024-08-12,8,326.76,0
O0026745,C00377,P00420,2024-08-05,2024-08-11,3,1938.11,0.05
O0026746,C00082,P00254,2024-01-25,2024-02-04,3,2439.97,0.15
O0026747,C00584,P00317,2025-01-08,2025-01-11,10,1160.09,0
O0026748,C00208,P00318,2024-06-03,2024-06-07,9,2210.62,0.05
O0026749,C00518,P00060,2024-07-08,2024-07-22,8,1122.75,0.05
O0026750,C00973,P00087,2025-03-21,2025-03-31,4,2023.89,0.2
O0026751,C00902,P00304,2024-03-05,2024-03-15,7,1539.62,0
O0026752,C00102,P00221,2025-02-02,2025-02-09,10,2084.06,0.2
O0026753,C00099,P00284,2024-10-17,2024-10-28,3,1686.69,0.1
O0026754,C00805,P00086,2024-07-27,2024-08-02,8,526.7,0
O0026755,C00606,P00083,2024-07-26,2024-08-09,5,1515.01,0
O0026756,C00960,P00302,2024-01-03,2024-01-05,4,989.6,0.2
O0026757,C00939,P00337,2024-11-06,2024-11-16,5,2330.86,0.15
O0026758,C00537,P00165,2024-02-23,2024-03-07,5,2286.31,0
O0026759,C00380,P00322,2024-07-04,2024-07-06,4,2469.47,0
O0026760,C00038,P00048,2024-05-01,2024-05-12,7,312.58,0
O0026761,C00424,P00414,2024-06-17,2024-06-24,4,2027.57,0.05
O0026762,C00838,P00015,2025-01-19,2025-01-22,8,856.96,0
O0026763,C00175,P00400,2024-10-02,2024-10-14,4,1377.66,0
O0026764,C00473,P00283,2024-03-23,2024-04-04,6,2264.86,0
O0026765,C00542,P00136,2024-11-25,2024-11-26,5,46.45,0.05
O0026766,C00272,P00411,2025-01-25,2025-02-02,4,1950.56,0
O0026767,C00644,P00222,2024-10-14,2024-10-15,7,84.21,0.15
O0026768,C00720,P00215,2024-07-16,2024-07-22,3,861.02,0.1
O0026769,C00231,P00292,2024-03-24,2024-03-29,9,1913.29,0.15
O0026770,C00873,P00135,2025-03-25,2025-04-05,2,645.58,0
O0026771,C00069,P00029,2024-04-27,2024-04-28,3,2276.87,0.15
O0026772,C00602,P00346,2024-06-30,2024-07-12,4,237.01,0.2
O0026773,C00259,P00291,2024-07-21,2024-07-25,6,790.68,0.1
O0026774,C00505,P00445,2024-04-21,2024-04-29,5,953.78,0
O0026775,C00826,P00297,2024-08-30,2024-08-31,7,1212.8,0
O0026776,C00785,P00330,2024-11-15,2024-11-19,8,745.55,0.15
O0026777,C00928,P00308,2024-05-30,2024-06-13,6,1479.07,0.15
O0026778,C00609,P00113,2024-06-06,2024-06-18,3,604.77,0.15
O0026779,C00350,P00296,2025-01-29,2025-02-08,4,268.25,0.2
O0026780,C00082,P00385,2024-04-22,2024-05-02,10,2108.78,0.05
O0026781,C00143,P00294,2024-03-03,2024-03-14,7,2023.89,0
O0026782,C00576,P00038,2024-04-18,2024-04-26,10,1236.46,0
O0026783,C00127,P00289,2024-07-20,2024-07-31,1,182.53,0.1
O0026784,C00523,P00048,2024-11-11,2024-11-24,4,2189.7,0.1
O0026785,C00695,P00227,2024-06-07,2024-06-07,2,2226.07,0
O0026786,C00015,P00319,2024-04-13,2024-04-13,4,2303.91,0
O0026787,C00394,P00456,2024-01-02,2024-01-08,7,2011.9,0.15
O0026788,C00029,P00466,2024-04-30,2024-05-02,8,1224.06,0.1
O0026789,C00013,P00160,2024-10-05,2024-10-14,10,1341.44,0
O0026790,C00115,P00365,2024-04-16,2024-04-30,1,589.78,0.05
O0026791,C00991,P00463,2024-08-11,2024-08-18,8,1110.0,0
O0026792,C00008,P00054,2024-08-14,2024-08-19,1,2012.13,0.1
O0026793,C00360,P00093,2024-10-10,2024-10-24,10,613.41,0.15
O0026794,C00699,P00206,2024-07-04,2024-07-04,7,881.41,0.05
O0026795,C00367,P00288,2024-08-24,2024-08-24,9,670.69,0
O0026796,C00936,P00399,2025-02-09,2025-02-18,7,232.66,0
O0026797,C00789,P00097,2025-03-10,2025-03-22,8,462.46,0
O0026798,C00617,P00023,2024-03-29,2024-04-04,6,496.85,0.15
O0026799,C00558,P00383,2024-10-14,2024-10-15,9,891.21,0.2
O0026800,C00949,P00193,2024-02-10,2024-02-10,8,1726.05,0.15
O0026801,C00537,P00304,2024-06-20,2024-07-02,4,167.38,0
O0026802,C00772,P00479,2024-07-09,2024-07-22,10,1948.23,0.15
O0026803,C00674,P00411,2024-12-10,2024-12-20,5,1262.8,0.1
O0026804,C00293,P00217,2024-04-07,2024-04-14,6,2301.37,0.15
O0026805,C00271,P00326,2024-11-14,2024-11-19,6,1189.98,0.2
O0026806,C00658,P00036,2025-01-15,2025-01-27,8,841.88,0.05
O0026807,C00263,P00348,2024-02-10,2024-02-15,10,1919.81,0.15
O0026808,C00817,P00464,2024-11-05,2024-11-06,2,1934.02,0.1
O0026809,C00631,P00356,2024-11-23,2024-11-25,2,999.11,0.1
O0026810,C00568,P00006,2024-08-02,2024-08-03,5,2045.17,0.1
O0026811,C00621,P00265,2024-12-15,2024-12-27,1,1821.25,0
O0026812,C00534,P00339,2024-06-13,2024-06-16,1,524.9,0.15
O0026813,C00123,P00230,2024-12-18,2024-12-21,8,2380.2,0.1
O0026814,C00686,P00343,2024-03-02,2024-03-04,4,2010.63,0.15
O0026815,C00221,P00186,2024-09-19,2024-09-22,8,1587.74,0
O0026816,C00696,P00343,2024-06-29,2024-07-09,6,2383.65,0.15
O0026817,C00824,P00160,2024-07-18,2024-07-25,8,1635.53,0.15
O0026818,C00304,P00310,2024-03-22,2024-03-24,4,265.34,0.1
O0026819,C00641,P00035,2025-01-02,2025-01-07,2,67.8,0.15
O0026820,C00484,P00334,2024-12-16,2024-12-28,10,530.7,0.2
O0026821,C00546,P00327,2024-05-09,2024-05-18,3,2303.23,0
O0026822,C00478,P00123,2025-01-04,2025-01-07,3,1349.02,0
O0026823,C00081,P00256,2024-09-28,2024-10-03,7,1532.32,0.1
O0026824,C00599,P00075,2024-12-07,2024-12-12,9,1198.07,0.15
O0026825,C00125,P00184,2024-06-07,2024-06-12,9,706.34,0
O0026826,C00476,P00127,2024-08-11,2024-08-22,6,740.82,0.2
O0026827,C00479,P00145,2024-12-23,2025-01-03,10,1665.98,0
O0026828,C00488,P00458,2024-10-09,2024-10-10,7,1931.66,0.1
O0026829,C00815,P00083,2024-01-29,2024-02-08,6,1903.42,0
O0026830,C00435,P00462,2024-03-19,2024-03-19,6,1319.77,0.15
O0026831,C00034,P00054,2024-11-08,2024-11-22,1,1675.8,0.15
O0026832,C00193,P00271,2024-07-30,2024-08-02,1,41.24,0
O0026833,C00912,P00421,2025-03-19,2025-03-20,3,727.38,0.05
O0026834,C00642,P00283,2025-01-19,2025-01-24,4,1671.51,0.2
O0026835,C00171,P00412,2024-05-19,2024-05-28,3,1330.04,0
O0026836,C00125,P00053,2024-09-09,2024-09-23,2,89.42,0.1
O0026837,C00111,P00093,2024-04-27,2024-05-11,7,1589.16,0.05
O0026838,C00226,P00139,2024-01-03,2024-01-09,7,2483.77,0
O0026839,C00457,P00217,2025-02-10,2025-02-11,9,442.11,0
O0026840,C00271,P00353,2024-06-24,2024-07-04,10,1494.86,0
O0026841,C00635,P00460,2025-01-09,2025-01-17,4,1549.38,0.2
O0026842,C00376,P00142,2024-07-08,2024-07-12,2,988.66,0
O0026843,C00844,P00068,2024-04-21,2024-05-03,3,656.04,0.2
O0026844,C00386,P00146,2024-10-04,2024-10-14,10,1827.18,0
O0026845,C00341,P00172,2024-09-20,2024-09-21,8,1703.74,0.1
O0026846,C00439,P00436,2024-04-14,2024-04-23,8,972.5,0
O0026847,C00537,P00414,2024-08-17,2024-08-22,3,548.41,0.1
O0026848,C00834,P00016,2024-02-09,2024-02-18,7,842.25,0.15
O0026849,C00103,P00445,2025-02-16,2025-02-17,6,2166.5,0.05
O0026850,C00850,P00011,2024-03-06,2024-03-07,5,206.03,0.15
O0026851,C00414,P00066,2025-01-11,2025-01-16,9,851.99,0.1
O0026852,C00555,P00364,2024-08-14,2024-08-23,5,832.49,0.1
O0026853,C00455,P00350,2024-12-26,2025-01-03,1,1857.6,0.05
O0026854,C00376,P00119,2024-04-18,2024-04-20,2,258.53,0.05
O0026855,C00095,P00430,2025-02-19,2025-02-23,5,1783.23,0.2
O0026856,C00201,P00421,2024-04-17,2024-04-17,9,532.15,0
O0026857,C00116,P00455,2024-04-09,2024-04-14,10,1988.72,0.1
O0026858,C00510,P00046,2025-01-23,2025-01-28,7,1043.49,0.2
O0026859,C00071,P00434,2024-11-26,2024-11-27,7,2489.89,0.1
O0026860,C00964,P00495,2024-10-19,2024-10-26,1,1550.43,0.05
O0026861,C00105,P00422,2024-11-13,2024-11-15,10,2202.06,0.05
O0026862,C00981,P00131,2025-02-19,2025-03-04,8,1824.49,0.1
O0026863,C00031,P00008,2025-01-10,2025-01-15,2,770.67,0
O0026864,C00131,P00490,2024-05-08,2024-05-08,7,30.87,0.2
O0026865,C00359,P00281,2025-01-27,2025-01-27,2,36.92,0
O0026866,C00650,P00011,2025-01-26,2025-02-09,2,831.48,0
O0026867,C00820,P00472,2024-06-01,2024-06-12,9,1668.73,0.15
O0026868,C00802,P00120,2024-05-13,2024-05-14,1,548.04,0.1
O0026869,C00145,P00480,2024-09-19,2024-09-21,10,405.68,0
O0026870,C00446,P00357,2024-10-18,2024-10-30,4,1632.48,0.15
O0026871,C00498,P00374,2024-06-26,2024-07-06,8,1890.25,0
O0026872,C00745,P00094,2024-05-18,2024-05-20,9,2183.2,0
O0026873,C00236,P00017,2024-04-19,2024-04-21,5,1711.33,0.05
O0026874,C00398,P00153,2025-01-28,2025-02-09,3,414.52,0
O0026875,C00966,P00126,2024-10-15,2024-10-18,2,441.11,0
O0026876,C00573,P00305,2024-09-01,2024-09-04,4,1120.25,0.05
O0026877,C00758,P00429,2024-10-05,2024-10-05,6,222.2,0.2
O0026878,C00471,P00067,2024-06-23,2024-07-03,7,2079.33,0.15
O0026879,C00968,P00500,2024-01-03,2024-01-08,2,1455.7,0.05
O0026880,C00386,P00333,2024-02-10,2024-02-21,2,370.77,0
O0026881,C00875,P00075,2024-11-07,2024-11-12,6,1613.07,0.05
O0026882,C00982,P00084,2024-10-15,2024-10-16,8,100.99,0
O0026883,C00650,P00185,2024-04-19,2024-04-28,9,288.82,0
O0026884,C00720,P00041,2024-12-23,2025-01-04,7,1382.18,0.15
O0026885,C00605,P00410,2024-09-04,2024-09-16,7,2087.67,0.2
O0026886,C00707,P00491,2025-03-11,2025-03-19,3,773.3,0.1
O0026887,C00516,P00469,2024-06-12,2024-06-12,4,516.29,0
O0026888,C00313,P00494,2024-05-17,2024-05-24,2,542.82,0.05
O0026889,C00566,P00448,2024-08-24,2024-08-29,3,2198.87,0.05
O0026890,C00776,P00330,2024-12-02,2024-12-08,6,2101.34,0
O0026891,C00287,P00119,2024-05-19,2024-05-29,3,591.72,0.1
O0026892,C00816,P00481,2025-02-11,2025-02-19,2,911.34,0.15
O0026893,C00805,P00392,2024-04-05,2024-04-07,3,1012.96,0.2
O0026894,C00307,P00040,2024-11-27,2024-12-04,9,1196.4,0
O0026895,C00713,P00267,2024-12-11,2024-12-17,1,1565.18,0
O0026896,C00306,P00143,2024-06-07,2024-06-16,8,927.29,0
O0026897,C00871,P00107,2024-01-15,2024-01-28,8,790.88,0.2
O0026898,C00172,P00399,2024-08-26,2024-09-07,8,1660.43,0
O0026899,C00570,P00446,2024-01-05,2024-01-14,2,1321.52,0
O0026900,C00585,P00054,2024-07-09,2024-07-17,3,1573.43,0
O0026901,C00261,P00143,2024-12-23,2025-01-05,6,311.94,0
O0026902,C00265,P00368,2024-01-10,2024-01-21,5,1295.85,0.2
O0026903,C00354,P00250,2024-04-25,2024-05-03,3,1196.63,0
