"DisplayName","Id","Category","PolicyDefinitionId","ParameterEffectDefaultValue","ParameterEffectAllowedValues","Parameters"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/ddca0ddc-4e9d-4bbb-92a1-f7c4dd7ef7ce",,,"System.Object[]"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/04754ef9-9ae3-4477-bf17-86ef50026304",,,"System.Object[]"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/3592ff98-9787-443a-af59-4505d0fe0786",,,"System.Object[]"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/65503269-6a54-4553-8a28-0065a8e6d929",,,"System.Object[]"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/63d03cbd-47fd-4ee1-8a1c-9ddf07303de0",,,"System.Object[]"
"Configure SQL VMs and Arc-enabled SQL Servers to install Microsoft Defender for SQL and AMA with a user-defined LA workspace","/providers/Microsoft.Authorization/policySetDefinitions/de01d381-bae9-4670-8870-786f89f49e26","Security Center","/providers/Microsoft.Authorization/policyDefinitions/2227e1f1-23dd-4c3a-85a9-7024a401d8b2",,,"System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/1bd91eae-4429-4f23-b780-8c9622e023e3","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/f969646f-b6b8-45a0-b736-bf9b4bb933dc","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/567c93f7-3661-494f-a30f-0a94d9bfebf8","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/6a664864-e2b5-413e-b930-f11caa132f16","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/4b05de63-3ad2-4f6d-b421-da21f1328f3b","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/856331d3-0169-4dd9-9b04-cbb2ad3d1cf2","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/b797045a-b3cd-46e4-adc4-bbadb3381d78","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/69ab8bfc-dc5b-443d-93a7-7531551dec66","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/81039988-1f84-4aa6-8039-0a64c2a301b4","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/bbf47f27-95e4-46a0-82e1-898ce046d857","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/9fcae8ed-246a-407b-8f75-f3500ff2c9db","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/aec4c33f-2f2a-4fd3-91cd-24a939513c60","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/fa570aa1-acca-4eea-8e5a-233cf2c5e4c2","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/6201aeb7-2b5c-4671-8ab4-5d3ba4d77f3b","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/39078c44-b8d4-4c7d-8579-7f021d326ebf","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/958060c2-8d8e-478e-b3ec-d3d2249b461c","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/55d1f543-d1b0-4811-9663-d6d0dbc6326d","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/0509e2d8-d657-4563-a7c8-b88b9180a6e8","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/b6f29e6b-4b21-4bb6-a997-38592fa02864","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/56288eb2-4350-461d-9ece-2bb242269dce","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/d98f63ed-e319-4dc3-898f-600953a05f7e","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/7860f3fe-0db3-42d4-bf3d-7042ea5e5787","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/5fbd326d-328c-414e-a922-2d6963998962","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/82b076b9-2062-4516-ae4c-37b1890eabb2","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/614d9fbd-68cd-4832-96db-3362069661b2","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/ae0fc3d3-c9ce-43e8-923a-a143db56d81e","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/68ba9fc9-71b9-4e6f-9cf5-ecc07722324c","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/064a3695-3197-4354-816b-65c7b952db9e","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/b90ec596-faa6-4c61-9515-34085703e260","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/3496f6fd-57ba-485c-8a14-183c4493b781","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/46b2dd5d-3936-4347-8908-b298ea4466d3","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/441af8bf-7c88-4efc-bd24-b7be28d4acce","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/b88bfd90-4da5-43eb-936f-ae1481924291","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/6b359d8f-f88d-4052-aa7c-32015963ecc1","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/a819f227-229d-44cb-8ad6-25becdb4451f","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/75a112bc-759f-4f29-83cc-799019db39c3","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/33835ef6-bc67-4bde-bf5f-5a857f195a57","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/90c90eda-bfe7-4c67-bf26-410420ed1047","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/69214fad-6742-49a9-8f71-ee9d269364ab","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/34c7546c-d637-4b5d-96ab-93fb6ed07af8","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/5d487647-6a53-4839-8eb8-edccf5e6bf1d","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/be26ca28-761d-4538-b78a-975eb47c680c","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/c3b912c2-7f5b-47ac-bd52-8c85a7667961","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/f8352124-56fa-4f94-9441-425109cdc14b","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/e9c56c41-d453-4a80-af93-2331afeb3d82","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/23673f24-2594-43e9-9983-60a0be21bd76","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/6ee1c58c-a123-4cd6-8643-48b2f7ffb3e1","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/cac9e1c5-c3cb-47fa-8d4c-88b8559262d2","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/1513498c-3091-461a-b321-e9b433218d28","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/b55f2e8e-dc76-4262-a0e3-45f02200ff0e","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/ed6ae75a-828f-4fea-88fd-dead1145f1dd","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/0e861bb0-d926-4cdb-b2d6-d59336b8f5b3","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/69e0da8f-ca50-479d-b1a8-33a31426c512","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/54c7cff6-a032-43e1-9656-d4c24665f805","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/818719e5-1338-4776-9a9d-3c31e4df5986","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/4cabf9fc-4ed1-4990-bbaf-7248fb8751bc","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/8def4bdd-4362-4ed6-a26f-7bf8f2c58839","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/0277b2d5-6e6f-4d97-9929-a5c4eab56fd7","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/93a604fe-0ec2-4a99-ab8c-7ef08f05555a","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/0da6faeb-d6c6-4f6e-9f49-06277493270b","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/8fc4ca5f-6abc-4b30-9565-0bd91ac49420","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/6567d3f3-42d0-4cfb-9606-9741ba60fa07","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/305408ed-dd5a-43b9-80c1-9eea87a176bb","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/29565b0a-e1b5-49c1-94bf-b8b258656460","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/887dc342-c6bd-418b-9407-ab0e27deba36","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/f018b68f-d953-4238-81a3-94a0f39507e3","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/a271e156-b295-4537-b01d-09675d9e7851","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/9dc3e252-1cff-4ae5-bcad-5a92b7167d43","DeployIfNotExists","System.Object[]","System.Object[]"
"Enable audit category group resource logging for supported resources to Log Analytics","/providers/Microsoft.Authorization/policySetDefinitions/f5b29bc4-feca-4cc6-a58a-772dd5e290a5","Monitoring","/providers/Microsoft.Authorization/policyDefinitions/1568dd08-cca0-4073-bfd8-e08a7fdc543e","DeployIfNotExists","System.Object[]","System.Object[]"
