order_id,customer_id,order_date,total_amount,status,_ingested_at
802,33,2024-10-20,522.23,DELIVERED,2024-10-21T01:37:29
803,118,2023-12-12,20.76,SHIPPED,2023-12-12T09:02:15
804,154,2024-04-06,33.09,SHIPPED,2024-04-06T17:23:02
805,177,2025-12-28,44.46,CONFIRMED,2025-12-28T03:30:08
806,75,2025-06-10,46.71,DELIVERED,2025-06-11T22:13:31
807,188,2024-06-01,77.87,RETURNED,2024-06-01T22:31:44
808,77,2023-03-23,489.95,RETURNED,2023-03-24T03:48:49
809,174,2023-09-05,38.43,DELIVERED,2023-09-05T09:09:12
810,25,2024-08-30,82.76,CONFIRMED,2024-09-01T01:03:34
811,118,2025-06-20,395.31,DELIVERED,2025-06-20T18:16:18
812,54,2024-11-17,23.30,CONFIRMED,2024-11-19T07:37:11
813,27,2025-10-08,4.61,DELIVERED,2025-10-08T16:54:44
814,44,2023-08-18,167.08,RETURNED,2023-08-19T08:07:49
815,112,2025-01-06,34.74,RETURNED,2025-01-06T15:22:07
816,45,2024-09-19,30.72,DELIVERED,2024-09-20T05:59:16
817,167,2025-12-10,143.77,SHIPPED,2025-12-12T10:58:52
818,131,2024-11-22,3.78,CONFIRMED,2024-11-23T11:12:44
819,152,2025-06-08,5.32,CONFIRMED,2025-06-09T20:12:53
820,26,2025-09-28,24.08,SHIPPED,2025-09-30T05:18:17
821,101,2025-04-14,17.27,DELIVERED,2025-04-15T11:51:54
822,167,2025-04-03,51.57,CONFIRMED,2025-04-04T19:06:01
823,47,2025-10-20,6.42,PENDING,2025-10-20T09:43:50
824,,2024-05-03,46.73,CANCELLED,2024-05-03T13:48:26
825,109,2025-02-25,17.88,RETURNED,2025-02-26T02:34:36
826,137,2024-01-21,107.64,DELIVERED,2024-01-22T14:40:39
827,91,2025-12-15,932.27,DELIVERED,2025-12-16T16:15:43
828,10,2025-12-04,47.01,CONFIRMED,2025-12-04T22:54:03
829,92,2023-12-01,43.30,SHIPPED,2023-12-01T16:43:11
830,167,2024-10-17,38.05,CANCELLED,2024-10-17T18:51:36
831,162,2023-05-10,13.17,DELIVERED,2023-05-11T00:56:12
832,169,2025-12-18,12.09,DELIVERED,2025-12-20T04:41:46
833,112,2023-09-12,87.21,SHIPPED,2023-09-13T22:58:08
834,176,2024-01-20,12.06,DELIVERED,2024-01-20T16:22:57
835,70,2025-09-21,21.68,CONFIRMED,2025-09-21T17:32:48
836,135,2024-03-01,64.33,DELIVERED,2024-03-01T03:17:30
837,73,2025-01-30,40.41,DELIVERED,2025-01-30T21:18:16
838,47,2023-03-16,7.32,SHIPPED,2023-03-16T23:12:03
839,123,2025-04-05,120.95,DELIVERED,2025-04-07T10:32:48
840,37,2025-12-02,119.32,SHIPPED,2025-12-04T01:28:43
841,200,2023-03-24,52.19,CONFIRMED,2023-03-26T01:56:09
842,120,2024-12-12,27.26,DELIVERED,2024-12-12T15:31:16
843,23,2024-10-26,83.97,RETURNED,2024-10-27T22:14:17
844,62,2024-04-30,44.71,RETURNED,2024-05-01T01:40:37
845,127,,101.89,CANCELLED,2023-03-31T10:27:24
846,174,2025-11-17,32.64,CANCELLED,2025-11-19T02:37:19
847,191,2024-09-21,486.08,PENDING,2024-09-21T22:04:17
848,115,2025-04-10,49.19,RETURNED,2025-04-12T01:04:23
849,35,2025-03-24,11.50,DELIVERED,2025-03-24T21:06:23
850,29,2024-10-18,22.26,SHIPPED,2024-10-20T00:13:42
851,68,2025-04-17,14.35,CONFIRMED,2025-04-17T19:50:10
852,165,2025-06-02,14.34,DELIVERED,2025-06-03T17:57:53
853,77,2026-12-01,5.03,SHIPPED,2024-12-22T00:00:55
854,22,2024-07-04,6.58,DELIVERED,2024-07-04T18:55:23
855,121,2024-09-30,69.39,SHIPPED,2024-09-30T08:42:58
856,113,2024-10-27,36.70,DELIVERED,2024-10-27T21:43:38
857,35,2023-08-06,10.80,SHIPPED,2023-08-07T05:53:44
858,127,2023-02-19,7.13,DELIVERED,2023-02-19T13:22:38
859,100,2024-05-19,34.82,CONFIRMED,2024-05-20T18:41:28
860,197,2023-02-02,8.02,DELIVERED,2023-02-03T05:36:41
861,125,2024-06-15,27.38,PENDING,2024-06-16T15:56:27
862,72,2025-08-17,59.17,DELIVERED,2025-08-17T20:17:15
863,122,2025-12-24,60.33,DELIVERED,2025-12-25T13:31:30
864,152,2025-12-25,33.31,DELIVERED,2025-12-27T03:34:42
865,50,2023-07-07,25.03,RETURNED,2023-07-07T12:07:07
866,163,2025-08-15,25.15,RETURNED,2025-08-16T04:34:08
867,14,2024-10-23,6.85,SHIPPED,2024-10-25T04:15:33
868,13,2024-03-11,-59.05,CONFIRMED,2024-03-12T18:53:00
869,26,2023-11-26,17.66,DELIVERED,2023-11-27T02:05:45
870,172,2025-02-02,22.56,PENDING,2025-02-03T04:28:57
871,191,2023-07-22,7.31,DELIVERED,2023-07-23T08:14:15
872,99,2024-07-31,48.99,PENDING,2024-07-31T21:57:52
873,168,2025-09-04,41.21,CANCELLED,2025-09-06T23:38:48
874,88,2024-11-23,4.81,SHIPPED,2024-11-23T18:30:09
875,50,2023-11-10,53.27,DELIVERED,2023-11-12T06:04:22
876,184,2025-05-20,144.62,CONFIRMED,2025-05-21T10:12:53
877,6,2025-01-20,92.63,CONFIRMED,2025-01-21T03:51:26
878,178,2023-07-20,3.83,CONFIRMED,2023-07-21T02:01:00
879,20,2025-02-07,37.99,CONFIRMED,2025-02-09T19:54:11
880,,2024-08-19,86.48,CONFIRMED,2024-08-21T06:09:56
881,132,2023-12-05,945.03,DELIVERED,2023-12-06T22:27:37
882,182,2025-03-26,19.71,SHIPPED,2025-03-27T09:08:52
883,164,2023-12-14,36.51,CONFIRMED,2023-12-14T23:41:42
884,167,2023-07-26,16.85,SHIPPED,2023-07-27T07:31:58
885,105,2024-07-27,47.70,CANCELLED,2024-07-28T06:25:27
886,200,2023-03-30,1241.67,RETURNED,2023-04-01T15:56:07
887,161,2025-12-04,113.90,DELIVERED,2025-12-05T23:48:04
888,162,2024-11-17,21.02,CANCELLED,2024-11-18T12:50:51
889,95,2023-08-30,4.40,CONFIRMED,2023-08-31T23:44:05
890,46,2025-02-09,21.04,CONFIRMED,2025-02-09T22:46:22
891,46,2023-10-08,17.28,CANCELLED,2023-10-10T00:02:49
892,117,2023-10-19,9.21,CANCELLED,2023-10-20T00:28:54
893,4,2023-06-05,40.52,DELIVERED,2023-06-07T15:59:12
894,165,2023-02-02,567.89,RETURNED,2023-02-02T12:20:43
895,,2023-05-10,4.60,DELIVERED,2023-05-11T14:40:04
896,123,2025-04-22,84.58,CONFIRMED,2025-04-24T13:01:31
897,12,2025-12-11,44.67,CONFIRMED,2025-12-11T19:09:57
898,38,2025-03-05,5.99,SHIPPED,2025-03-06T18:41:00
899,29,2025-11-29,127.53,DELIVERED,2025-11-30T05:55:58
900,20,2023-12-15,122.54,DELIVERED,2023-12-16T01:48:14
901,136,2023-05-12,43.02,SHIPPED,2023-05-12T20:44:01
902,160,2024-10-22,440.06,CANCELLED,2024-10-23T00:15:57
903,1,2023-06-11,53.04,CANCELLED,2023-06-12T04:30:50
904,185,2025-10-15,18.04,DELIVERED,2025-10-16T06:00:50
905,72,2023-04-15,1746.10,CONFIRMED,2023-04-15T21:38:03
906,127,2023-07-18,77.54,DELIVERED,2023-07-18T14:52:38
907,168,2024-10-05,81.98,RETURNED,2024-10-06T15:57:49
908,138,2025-05-03,38.75,CANCELLED,2025-05-04T16:51:07
909,178,2025-06-21,22.62,CANCELLED,2025-06-23T09:54:19
910,5,2023-05-16,23.17,SHIPPED,2023-05-17T04:55:26
911,200,2023-07-27,8.22,CANCELLED,2023-07-27T20:41:45
912,15,2023-08-12,1.52,DELIVERED,2023-08-14T09:56:15
913,179,2025-12-16,2.11,RETURNED,2025-12-18T18:35:09
914,153,2025-12-25,-47.55,CANCELLED,2025-12-25T21:09:11
915,196,2023-08-08,106.49,CONFIRMED,2023-08-08T17:12:24
916,185,2025-03-30,189.37,SHIPPED,2025-04-01T05:45:45
917,165,2025-12-16,19.69,PENDING,2025-12-16T01:41:16
918,142,2025-02-20,656.01,DELIVERED,2025-02-21T07:12:48
919,41,2025-06-07,19.75,SHIPPED,2025-06-09T01:08:02
920,15,2024-08-09,76.31,CONFIRMED,2024-08-09T21:28:02
921,165,2025-05-18,30.13,DELIVERED,2025-05-20T11:00:08
922,28,2023-03-26,48.18,CONFIRMED,2023-03-27T22:18:25
923,28,2024-06-05,17.45,PENDING,2024-06-05T05:17:24
924,9,2024-04-25,44.45,CONFIRMED,2024-04-25T17:49:59
925,24,2025-06-04,-31.98,RETURNED,2025-06-06T04:43:03
926,101,2024-03-14,33.14,DELIVERED,2024-03-15T18:42:58
927,190,2025-12-27,8.18,DELIVERED,2025-12-29T08:56:40
928,151,2026-07-26,44.28,CANCELLED,2023-08-22T09:21:52
929,184,2025-11-26,3.26,CONFIRMED,2025-11-27T06:44:45
930,129,2025-11-24,2.39,DELIVERED,2025-11-26T08:39:37
931,34,2025-10-08,127.08,SHIPPED,2025-10-10T07:45:45
932,157,2024-10-31,24.72,DELIVERED,2024-10-31T12:10:13
933,23,2025-05-30,1.72,DELIVERED,2025-06-01T08:35:45
934,94,2023-09-21,12.58,SHIPPED,2023-09-22T10:31:55
935,36,2024-12-16,87.44,RETURNED,2024-12-17T10:40:30
936,105,2025-01-28,22.33,CANCELLED,2025-01-28T14:36:53
937,81,2023-07-20,5.65,SHIPPED,2023-07-21T13:52:51
938,165,2025-02-24,89.17,PENDING,2025-02-26T03:54:03
939,103,2025-12-23,19.85,CANCELLED,2025-12-24T12:23:43
940,165,2024-12-19,6.91,DELIVERED,2024-12-20T21:59:39
941,102,2023-06-19,15.83,DELIVERED,2023-06-19T18:15:11
942,122,2024-05-25,30.12,CONFIRMED,2024-05-25T20:35:37
943,154,2025-04-26,8.45,DELIVERED,2025-04-27T04:06:03
944,65,2024-07-15,83.31,DELIVERED,2024-07-16T17:25:36
945,183,2023-04-18,25.07,DELIVERED,2023-04-19T08:09:52
946,14,2023-11-29,89.28,PENDING,2023-12-01T09:24:33
947,108,2024-06-15,11.46,DELIVERED,2024-06-16T03:23:52
948,,2023-09-07,7.47,SHIPPED,2023-09-09T11:55:33
949,38,2023-11-05,98.27,SHIPPED,2023-11-05T15:51:09
950,38,2024-05-06,8.77,DELIVERED,2024-05-06T17:32:43
951,116,2025-11-12,5.71,RETURNED,2025-11-14T01:30:08
952,10,2025-09-12,65.25,CONFIRMED,2025-09-13T13:09:32
953,97,2024-10-14,37.11,CONFIRMED,2024-10-16T14:18:02
954,94,2023-10-24,38.88,PENDING,2023-10-26T18:55:26
955,117,2025-02-18,106.56,DELIVERED,2025-02-19T07:05:34
956,30,2025-04-22,40.57,RETURNED,2025-04-23T20:38:10
957,112,2024-08-02,37.70,SHIPPED,2024-08-03T02:58:38
958,159,2025-12-05,27.67,RETURNED,2025-12-07T11:01:44
959,167,2023-06-04,66.87,PENDING,2023-06-04T09:22:42
960,140,2023-06-11,130.04,PENDING,2023-06-12T09:17:43
961,55,2025-06-21,339.73,CONFIRMED,2025-06-22T00:57:30
962,32,2024-08-14,10.16,SHIPPED,2024-08-15T07:41:09
963,190,2024-12-21,352.48,SHIPPED,2024-12-22T20:12:09
964,107,,1.65,DELIVERED,2023-12-16T05:57:41
965,190,2023-02-20,142.36,DELIVERED,2023-02-20T19:11:52
966,14,2025-06-07,5.59,CANCELLED,2025-06-09T00:41:38
967,104,2023-07-20,14.44,CANCELLED,2023-07-21T21:38:20
968,101,2024-11-10,33.91,CANCELLED,2024-11-11T02:30:47
969,24,2024-02-09,11.75,PENDING,2024-02-10T18:04:55
970,140,2025-09-03,5.10,RETURNED,2025-09-05T12:52:20
971,117,2024-08-17,58.78,DELIVERED,2024-08-17T03:05:10
972,50,2023-10-17,49.57,DELIVERED,2023-10-18T11:16:51
973,37,2024-08-10,52.05,DELIVERED,2024-08-11T01:50:56
974,68,2025-06-18,13.39,CANCELLED,2025-06-19T06:54:14
975,,2025-02-06,96.81,DELIVERED,2025-02-07T18:47:27
976,116,2025-01-25,22.78,CANCELLED,2025-01-27T11:40:45
977,9,2023-01-16,80.74,CONFIRMED,2023-01-17T06:03:26
978,,2024-06-22,18.63,PENDING,2024-06-24T00:02:03
979,57,2023-08-25,13.92,PENDING,2023-08-26T05:52:16
980,24,2023-07-16,18.51,SHIPPED,2023-07-17T09:15:13
981,132,2024-04-02,90.12,RETURNED,2024-04-03T11:04:39
982,53,2024-01-24,41.10,RETURNED,2024-01-25T00:08:54
983,82,2024-11-24,43.48,DELIVERED,2024-11-25T05:57:57
984,162,2024-10-28,41.30,CANCELLED,2024-10-29T10:56:52
985,155,2023-02-22,13.99,CANCELLED,2023-02-23T19:39:51
986,83,2025-04-04,26.14,DELIVERED,2025-04-05T01:24:21
987,38,2024-01-17,13.02,DELIVERED,2024-01-17T07:07:24
988,120,2024-05-09,7.39,DELIVERED,2024-05-11T18:51:50
989,55,2023-12-28,9.52,DELIVERED,2023-12-29T21:46:25
990,172,2024-03-07,222.40,PENDING,2024-03-09T20:23:53
991,82,,71.74,CONFIRMED,2024-10-18T23:59:05
992,32,2025-02-13,189.39,DELIVERED,2025-02-13T18:03:20
993,119,2025-07-07,38.73,SHIPPED,2025-07-08T09:27:21
994,71,2024-09-17,314.29,SHIPPED,2024-09-17T20:52:29
995,13,2023-05-04,101.17,SHIPPED,2023-05-06T09:56:13
996,159,2024-12-07,9.54,CONFIRMED,2024-12-08T12:02:08
997,177,2023-01-17,9.97,DELIVERED,2023-01-17T12:35:31
998,138,2023-05-17,386.72,RETURNED,2023-05-18T06:30:04
999,68,2023-03-23,8.69,SHIPPED,2023-03-24T06:00:20
1000,82,2024-08-12,40.25,CANCELLED,2024-08-13T08:53:26
1001,136,2024-10-04,29.23,CONFIRMED,2024-10-05T17:42:50
1002,58,2025-01-31,8.48,PENDING,2025-02-01T02:23:43
1003,169,2023-05-09,85.42,DELIVERED,2023-05-10T13:47:39
1004,55,2025-12-15,5.87,PENDING,2025-12-15T19:10:32
1005,152,2024-08-21,31.86,DELIVERED,2024-08-21T17:05:08
1006,130,2024-05-01,115.04,CONFIRMED,2024-05-02T14:52:16
1007,49,2024-07-18,37.56,PENDING,2024-07-19T22:37:22
1008,27,2025-12-02,298.44,CONFIRMED,2025-12-02T21:51:03
1009,69,2023-06-21,5.23,PENDING,2023-06-21T20:31:23
1010,39,2024-12-04,7.34,SHIPPED,2024-12-05T02:40:35
1011,13,2024-06-02,27.34,DELIVERED,2024-06-02T14:42:38
1012,153,2024-10-18,16.28,SHIPPED,2024-10-19T00:14:11
1013,30,2025-03-16,-18.52,PENDING,2025-03-17T19:29:51
1014,159,2024-01-06,36.28,DELIVERED,2024-01-07T02:53:02
1015,44,2024-09-02,72.36,DELIVERED,2024-09-02T14:49:49
1016,25,2024-03-23,69.76,CONFIRMED,2024-03-25T07:08:25
1017,175,2025-08-24,52.79,PENDING,2025-08-25T17:15:11
1018,68,2024-12-08,28.46,CANCELLED,2024-12-08T13:41:40
1019,1,2023-01-16,18.57,DELIVERED,2023-01-17T17:54:18
1020,75,2023-06-19,150.99,CANCELLED,2023-06-20T01:12:20
1021,189,2023-09-17,62.15,SHIPPED,2023-09-18T07:34:21
1022,94,2024-06-28,12.52,DELIVERED,2024-06-30T09:03:54
1023,170,2024-04-12,16.28,CANCELLED,2024-04-14T17:05:25
1024,187,2025-07-14,2.62,DELIVERED,2025-07-15T17:55:44
1025,128,2024-09-29,48.53,PENDING,2024-09-30T00:47:56
1026,50,2025-12-16,10.68,RETURNED,2025-12-18T01:31:51
1027,116,2023-06-17,371.37,RETURNED,2023-06-18T09:59:01
1028,85,2023-09-29,121.18,SHIPPED,2023-09-30T11:41:33
1029,180,2024-03-05,7.28,SHIPPED,2024-03-05T23:14:22
1030,89,2024-11-04,64.16,SHIPPED,2024-11-05T14:32:45
1031,134,2025-02-14,3.40,RETURNED,2025-02-15T21:20:50
1032,76,2025-10-28,-18.77,PENDING,2025-10-29T10:39:24
1033,111,2025-07-10,8.80,SHIPPED,2025-07-10T15:18:45
1034,197,2023-03-19,107.68,DELIVERED,2023-03-20T05:28:59
1035,57,2024-02-25,40.08,PENDING,2024-02-25T21:16:04
1036,26,2024-01-22,53.98,CANCELLED,2024-01-24T05:16:14
1037,83,2025-07-16,10.05,CANCELLED,2025-07-17T07:13:10
1038,78,2023-11-06,6.16,SHIPPED,2023-11-07T15:08:51
1039,112,2025-09-03,38.52,PENDING,2025-09-04T07:25:25
1040,92,2025-12-14,33.95,DELIVERED,2025-12-15T04:10:06
1041,7,2024-10-15,13.31,RETURNED,2024-10-16T08:35:14
1042,159,2023-08-07,43.11,DELIVERED,2023-08-09T01:24:38
1043,104,2024-03-31,78.69,DELIVERED,2024-03-31T20:37:36
1044,75,2025-03-15,4.51,DELIVERED,2025-03-16T22:44:54
1045,190,2023-04-05,151.48,DELIVERED,2023-04-05T21:12:11
1046,35,2025-03-12,1642.13,CONFIRMED,2025-03-13T09:43:05
1047,2,2023-08-29,84.77,CANCELLED,2023-08-30T06:26:55
1048,64,2023-11-08,168.80,CONFIRMED,2023-11-09T02:38:01
1049,77,2025-02-24,1.58,DELIVERED,2025-02-25T22:45:31
1050,113,2023-12-31,9.26,CANCELLED,2024-01-02T09:44:42
1051,191,2024-11-02,46.71,DELIVERED,2024-11-03T01:18:51
1052,75,2025-12-22,10.10,DELIVERED,2025-12-24T07:02:49
1053,179,2025-02-04,58.39,DELIVERED,2025-02-05T19:02:06
1054,145,2024-10-21,5.53,SHIPPED,2024-10-22T08:55:14
1055,114,2023-02-22,81.72,PENDING,2023-02-24T16:43:35
1056,3,2023-08-05,141.67,RETURNED,2023-08-06T15:36:42
1057,100,2025-02-20,11.48,DELIVERED,2025-02-21T06:51:55
1058,118,2023-08-24,69.05,DELIVERED,2023-08-25T03:42:08
1059,166,2024-03-08,16.96,DELIVERED,2024-03-10T04:16:21
1060,130,2025-07-30,3.47,DELIVERED,2025-07-31T22:25:09
1061,104,2026-09-05,14.62,PENDING,2023-07-22T22:12:02
1062,198,2023-05-30,27.05,CANCELLED,2023-06-01T18:17:18
1063,99,2024-01-03,89.69,DELIVERED,2024-01-03T20:43:41
1064,192,2023-04-10,42.95,PENDING,2023-04-11T03:53:02
1065,97,2025-07-31,9.76,CONFIRMED,2025-08-01T22:12:01
1066,174,2025-05-14,9.67,SHIPPED,2025-05-14T23:38:20
1067,162,2023-09-09,7.27,RETURNED,2023-09-10T23:08:15
1068,105,2023-02-21,117.24,DELIVERED,2023-02-22T00:14:48
1069,49,2024-06-13,89.66,CANCELLED,2024-06-13T18:38:18
1070,144,2025-01-05,14.91,CANCELLED,2025-01-07T07:02:29
1071,146,2024-11-12,257.14,PENDING,2024-11-13T22:33:36
1072,154,2024-04-08,-11.91,DELIVERED,2024-04-08T13:42:28
1073,41,2024-01-26,51.88,RETURNED,2024-01-27T13:11:40
1074,15,2025-06-12,33.12,DELIVERED,2025-06-13T10:49:18
1075,108,2025-06-24,45.88,SHIPPED,2025-06-25T14:20:02
1076,16,2023-04-03,7.80,CONFIRMED,2023-04-03T15:17:35
1077,10,2025-05-25,197.05,SHIPPED,2025-05-27T14:04:57
1078,,2024-10-08,153.01,SHIPPED,2024-10-10T05:33:30
1079,123,2025-02-10,13.87,SHIPPED,2025-02-11T19:28:03
1080,156,2023-12-20,68.15,CANCELLED,2023-12-20T21:19:37
1081,97,2023-01-29,31.19,DELIVERED,2023-01-30T14:37:31
1082,158,2024-10-25,8.79,RETURNED,2024-10-26T13:30:33
1083,60,,28.83,PENDING,2023-10-29T17:37:56
1084,15,2025-04-12,92.24,PENDING,2025-04-14T12:38:24
1085,168,2023-10-08,7.81,CANCELLED,2023-10-09T08:00:46
1086,169,2023-07-21,17.92,PENDING,2023-07-23T03:10:19
1087,92,2025-04-24,31.84,CANCELLED,2025-04-25T02:35:57
1088,142,2024-11-20,17.43,SHIPPED,2024-11-21T22:26:17
1089,27,2025-03-29,14.69,PENDING,2025-03-30T04:10:29
1090,36,2025-08-24,18.74,CANCELLED,2025-08-25T09:03:37
1091,186,2024-04-18,37.50,CANCELLED,2024-04-20T16:57:26
1092,30,2024-01-01,19.66,PENDING,2024-01-03T02:21:31
1093,22,2024-02-24,42.93,PENDING,2024-02-25T15:27:40
1094,114,2024-08-19,6.66,PENDING,2024-08-20T18:10:52
1095,79,2023-10-14,28.51,PENDING,2023-10-16T06:55:45
1096,68,2023-02-10,72.91,CANCELLED,2023-02-12T00:03:20
1097,110,2023-02-12,113.08,DELIVERED,2023-02-13T09:30:02
1098,174,2023-03-30,333.11,SHIPPED,2023-03-31T00:32:07
1099,197,2025-04-10,18.95,DELIVERED,2025-04-11T23:20:57
1100,139,2024-08-15,10.62,SHIPPED,2024-08-16T13:33:36
1101,65,2023-03-01,17.54,DELIVERED,2023-03-03T15:20:37
1102,83,2025-08-02,5.52,CANCELLED,2025-08-02T12:51:08
1103,164,2024-11-20,7.49,CANCELLED,2024-11-21T16:23:13
1104,157,2023-04-02,115.42,DELIVERED,2023-04-03T14:12:03
1105,67,2024-11-15,3.20,CANCELLED,2024-11-15T16:46:31
1106,13,2025-09-06,4.94,CONFIRMED,2025-09-06T16:42:38
1107,82,2023-10-14,33.94,PENDING,2023-10-16T01:32:33
1108,12,2023-04-05,158.41,DELIVERED,2023-04-07T09:16:04
1109,61,2023-05-01,26.14,CONFIRMED,2023-05-02T17:37:54
1110,73,2025-11-23,7.11,CONFIRMED,2025-11-25T01:07:35
1111,,2024-07-13,22.59,CANCELLED,2024-07-14T14:28:15
1112,131,2023-11-25,36.65,DELIVERED,2023-11-26T09:31:57
1113,167,2023-11-30,70.29,PENDING,2023-12-01T19:53:11
1114,141,2023-12-15,33.68,DELIVERED,2023-12-17T09:59:12
1115,169,2023-07-08,157.98,DELIVERED,2023-07-09T18:14:35
1116,63,2024-02-23,88.10,SHIPPED,2024-02-23T16:51:33
1117,30,2024-07-16,23.08,DELIVERED,2024-07-16T22:01:54
1118,20,2024-09-28,4.62,CANCELLED,2024-09-29T19:08:31
1119,146,2025-07-29,27.64,CANCELLED,2025-07-29T19:11:03
1120,150,2025-04-15,86.55,DELIVERED,2025-04-15T19:46:24
1121,108,2024-03-21,21.82,DELIVERED,2024-03-22T13:51:18
1122,,2025-02-06,88.17,CANCELLED,2025-02-08T10:07:12
1123,121,2024-10-12,220.04,DELIVERED,2024-10-13T00:29:37
1124,136,2023-02-22,5.41,CANCELLED,2023-02-24T02:25:58
1125,183,2024-07-04,21.03,SHIPPED,2024-07-04T20:47:17
1126,185,2024-06-06,42.56,PENDING,2024-06-08T12:52:00
1127,190,2024-07-05,327.04,CANCELLED,2024-07-06T14:46:46
1128,197,2025-01-11,13.18,DELIVERED,2025-01-13T00:48:09
1129,117,2025-03-02,59.59,SHIPPED,2025-03-02T12:50:19
1130,25,2025-03-01,882.71,CONFIRMED,2025-03-03T03:29:14
1131,131,2023-03-17,35.75,CANCELLED,2023-03-18T13:18:18
1132,37,2024-05-16,21.02,PENDING,2024-05-17T11:51:32
1133,158,2023-11-24,36.33,SHIPPED,2023-11-25T10:44:43
1134,58,2023-09-15,14.14,CANCELLED,2023-09-15T13:44:14
1135,53,2024-02-08,49.35,DELIVERED,2024-02-09T15:12:52
1136,139,2023-09-20,40.89,DELIVERED,2023-09-20T09:16:28
1137,147,2025-01-28,22.78,DELIVERED,2025-01-28T17:36:00
1138,181,2023-07-16,20.61,CANCELLED,2023-07-17T06:16:58
1139,21,2024-11-02,9.76,DELIVERED,2024-11-03T20:02:33
1140,117,2023-04-26,11.44,DELIVERED,2023-04-27T08:58:52
1141,49,2023-04-26,80.00,CANCELLED,2023-04-28T00:13:10
1142,57,2025-08-30,9.35,DELIVERED,2025-08-30T16:59:02
1143,73,2023-08-24,374.31,CONFIRMED,2023-08-25T13:50:07
1144,46,2023-05-18,38.48,PENDING,2023-05-20T05:24:43
1145,90,2025-08-10,47.11,DELIVERED,2025-08-11T21:23:51
1146,162,2023-10-07,65.26,SHIPPED,2023-10-08T13:17:05
1147,30,2025-01-17,11.42,CONFIRMED,2025-01-17T22:27:11
1148,33,2025-10-23,19.66,DELIVERED,2025-10-23T13:25:57
1149,75,2025-01-29,26.13,SHIPPED,2025-01-31T12:44:33
1150,173,2024-09-27,40.02,SHIPPED,2024-09-27T12:50:32
1151,69,2024-11-17,3.06,DELIVERED,2024-11-18T17:08:52
1152,147,2025-09-15,16.98,CANCELLED,2025-09-15T12:43:22
1153,6,,13.63,RETURNED,2025-08-29T16:22:14
1154,197,2023-05-21,19.49,DELIVERED,2023-05-23T02:51:53
1155,41,2025-03-16,23.24,CANCELLED,2025-03-17T06:38:10
1156,,2023-12-23,21.28,CONFIRMED,2023-12-24T01:12:31
1157,11,2025-03-28,33.61,CONFIRMED,2025-03-29T06:24:27
1158,70,2023-12-24,69.76,DELIVERED,2023-12-26T00:13:00
1159,70,2024-08-09,10.76,CANCELLED,2024-08-11T17:31:12
1160,6,2025-02-22,158.67,PENDING,2025-02-24T16:29:00
1161,101,2025-07-28,4.38,CONFIRMED,2025-07-29T01:15:26
1162,78,2024-04-29,18.16,SHIPPED,2024-04-30T20:16:32
1163,110,2024-02-15,42.59,PENDING,2024-02-17T06:41:52
1164,137,2025-05-21,22.85,DELIVERED,2025-05-22T05:27:23
1165,140,2025-02-11,23.36,DELIVERED,2025-02-13T01:48:13
1166,95,2025-06-16,25.15,DELIVERED,2025-06-16T18:54:31
1167,22,2024-04-27,4.57,PENDING,2024-04-28T10:22:24
1168,158,2025-01-30,18.18,CANCELLED,2025-02-01T11:29:41
1169,106,2025-05-30,5.52,SHIPPED,2025-05-30T20:50:26
1170,105,2023-08-22,14.22,CANCELLED,2023-08-23T02:13:17
1171,81,2023-11-22,125.85,RETURNED,2023-11-23T12:26:33
1172,190,2024-12-17,30.61,RETURNED,2024-12-19T15:11:45
1173,194,2023-06-13,63.88,PENDING,2023-06-14T08:19:10
1174,135,2023-07-08,32.25,DELIVERED,2023-07-09T04:00:59
1175,112,2025-04-29,24.67,RETURNED,2025-04-30T23:48:32
1176,96,2025-11-17,37.35,DELIVERED,2025-11-17T22:34:36
1177,183,2024-03-26,228.53,SHIPPED,2024-03-28T05:19:12
1178,192,2025-01-03,13.61,DELIVERED,2025-01-04T15:32:16
1179,3,2023-07-30,44.44,SHIPPED,2023-07-30T16:48:46
1180,25,2024-12-31,55.59,DELIVERED,2025-01-01T02:16:00
1181,90,2023-04-05,30.68,DELIVERED,2023-04-07T14:15:48
1182,95,2024-06-19,18.89,DELIVERED,2024-06-21T13:56:44
1183,20,2024-01-31,42.43,DELIVERED,2024-02-02T05:44:43
1184,33,2023-12-03,7.26,DELIVERED,2023-12-03T23:31:22
1185,155,2024-08-17,95.81,SHIPPED,2024-08-18T19:16:51
1186,1,2025-08-14,96.11,DELIVERED,2025-08-16T12:56:19
1187,1,2023-05-22,13.85,SHIPPED,2023-05-24T13:20:14
1188,171,2023-03-23,34.57,DELIVERED,2023-03-23T10:45:14
1189,99,2023-07-02,40.40,DELIVERED,2023-07-02T21:07:49
1190,55,2025-03-21,56.90,RETURNED,2025-03-22T18:02:15
1191,114,2024-03-07,8.97,DELIVERED,2024-03-09T08:46:37
1192,90,2025-11-30,40.90,CONFIRMED,2025-12-01T00:21:20
1193,158,2024-12-25,19.10,DELIVERED,2024-12-26T19:34:05
1194,3,2023-10-24,0.69,CONFIRMED,2023-10-25T17:24:00
1195,95,2023-10-30,43.13,CANCELLED,2023-10-30T18:58:26
1196,165,2023-01-21,-8.81,DELIVERED,2023-01-22T19:28:12
1197,8,2024-03-01,3.93,CANCELLED,2024-03-03T14:56:28
